area_sqft,bhk,bathrooms,balconies,parking,age_years,floor,total_floors,property_type,furnishing,availability,location,amenities_score,distance_to_center_km,nearby_schools,nearby_hospitals,price
1100,3,4,1.0,1.0,5,3,7,Independent House,Semi-Furnished,Ready to Move,HSR Layout,7.9,13.3,6.0,3,13390000
2130,4,4,1.0,1.0,24,18,20,Apartment,Semi-Furnished,Ready to Move,Sarjapur Road,3.8,12.5,3.0,1,10540000
1371,3,3,0.0,2.0,5,8,15,Villa,Furnished,Ready to Move,HSR Layout,6.1,9.8,0.0,4,23800000
1372,3,3,2.0,2.0,15,4,7,Apartment,Semi-Furnished,Under Construction,Electronic City,3.2,24.9,3.0,3,6300000
1103,2,2,1.0,0.0,0,5,5,Villa,Semi-Furnished,Under Construction,Sarjapur Road,4.4,15.7,2.0,1,8380000
1867,3,4,2.0,1.0,24,9,10,Apartment,Unfurnished,Ready to Move,Marathahalli,3.2,14.8,1.0,1,10830000
577,1,2,2.0,2.0,1,4,10,Apartment,Furnished,Ready to Move,Hebbal,4.9,9.2,3.0,0,4970000
1583,3,3,3.0,1.0,31,1,10,Apartment,Semi-Furnished,Ready to Move,Marathahalli,4.1,14.1,2.0,1,8340000
1492,3,3,0.0,2.0,1,3,5,Apartment,Furnished,Ready to Move,Jayanagar,2.2,9.8,6.0,1,19580000
3369,5,6,2.0,2.0,4,2,3,Apartment,Semi-Furnished,Under Construction,Whitefield,5.1,25.1,2.0,1,26360000
862,2,2,1.0,2.0,2,3,7,Apartment,Unfurnished,Ready to Move,Electronic City,4.4,22.8,2.0,2,3630000
668,1,2,2.0,1.0,4,5,10,Apartment,Semi-Furnished,Ready to Move,HSR Layout,6.9,6.2,7.0,1,6100000
1710,3,3,2.0,2.0,2,10,15,Apartment,Semi-Furnished,Ready to Move,HSR Layout,6.8,9.1,4.0,2,19770000
1703,3,4,0.0,2.0,26,3,20,Apartment,Semi-Furnished,Ready to Move,Banashankari,6.9,2.6,4.0,0,12490000
1215,3,4,1.0,2.0,2,7,7,Independent House,Unfurnished,Under Construction,Electronic City,3.1,21.1,3.0,2,6440000
918,2,3,1.0,0.0,8,11,15,Apartment,Furnished,Ready to Move,Yelahanka,2.9,18.9,3.0,3,5370000
995,2,3,1.0,1.0,1,14,25,Apartment,Unfurnished,Ready to Move,Marathahalli,2.9,9.9,4.0,2,5520000
1016,3,4,3.0,1.0,13,5,15,Villa,Furnished,Under Construction,Hebbal,2.0,11.4,4.0,0,10610000
1253,2,3,1.0,1.0,6,8,15,Apartment,Unfurnished,Ready to Move,Jayanagar,7.2,3.6,3.0,5,12010000
1995,4,5,3.0,1.0,31,17,20,Villa,Furnished,Ready to Move,Marathahalli,3.1,19.4,4.0,1,18670000
1479,3,4,1.0,0.0,4,4,7,Apartment,Furnished,Ready to Move,Jayanagar,3.7,7.2,1.0,1,21690000
1238,3,4,3.0,1.0,1,3,3,Apartment,Semi-Furnished,Under Construction,Koramangala,7.8,6.6,3.0,2,17740000
1028,3,3,2.0,2.0,3,4,25,Apartment,Furnished,Under Construction,Sarjapur Road,3.4,18.9,3.0,2,7510000
1230,3,3,2.0,2.0,10,2,10,Villa,Furnished,Under Construction,HSR Layout,5.9,12.3,5.0,3,17900000
991,2,3,0.0,2.0,8,2,15,Villa,Unfurnished,Ready to Move,Whitefield,4.4,23.2,4.0,3,7900000
2269,4,4,2.0,1.0,12,15,15,Apartment,Furnished,Ready to Move,Marathahalli,1.5,14.1,3.0,3,17290000
980,2,3,0.0,1.0,0,2,7,Apartment,Unfurnished,Ready to Move,Koramangala,9.4,2.4,1.0,1,11500000
1497,3,3,1.0,1.0,6,3,10,Independent House,Unfurnished,Under Construction,Yelahanka,3.5,13.2,3.0,2,7340000
885,2,2,2.0,1.0,21,9,10,Apartment,Semi-Furnished,Ready to Move,Banashankari,6.4,13.3,7.0,2,5970000
1538,3,4,2.0,1.0,0,5,5,Apartment,Unfurnished,Ready to Move,Yelahanka,2.0,18.5,2.0,4,6970000
1231,2,3,0.0,1.0,0,4,5,Independent House,Unfurnished,Under Construction,Electronic City,3.9,15.3,1.0,1,6560000
1083,2,2,1.0,0.0,10,4,10,Villa,Furnished,Ready to Move,Whitefield,1.4,19.3,3.0,0,8950000
3253,5,6,2.0,1.0,3,3,5,Apartment,Furnished,Ready to Move,Yelahanka,1.6,17.2,3.0,3,21810000
1005,2,3,0.0,1.0,8,1,7,Independent House,Furnished,Under Construction,Indiranagar,6.5,10.0,3.0,2,14720000
979,3,3,1.0,0.0,6,3,5,Independent House,Semi-Furnished,Under Construction,Banashankari,4.9,4.7,5.0,2,7940000
2214,5,5,2.0,1.0,34,10,15,Apartment,Furnished,Ready to Move,Banashankari,2.9,9.3,3.0,1,17460000
600,1,1,0.0,1.0,17,17,20,Apartment,Unfurnished,Ready to Move,Hebbal,4.2,10.8,3.0,0,3560000
1396,3,3,2.0,1.0,9,6,10,Apartment,Furnished,Ready to Move,HSR Layout,6.2,6.4,1.0,1,17060000
1033,2,2,2.0,1.0,2,4,7,Independent House,Semi-Furnished,Ready to Move,Electronic City,2.6,26.0,7.0,5,6830000
734,1,1,2.0,1.0,2,8,25,Villa,Furnished,Ready to Move,Hebbal,2.9,9.1,2.0,1,8120000
1087,2,2,1.0,2.0,17,3,3,Apartment,Semi-Furnished,Under Construction,Electronic City,5.7,24.9,0.0,6,5330000
2503,4,5,2.0,1.0,7,3,7,Independent House,Furnished,Ready to Move,Koramangala,8.0,1.0,2.0,3,56920000
560,1,1,0.0,1.0,12,5,7,Apartment,Furnished,Under Construction,Jayanagar,9.0,4.5,2.0,1,5890000
1173,3,4,1.0,2.0,4,3,7,Apartment,Furnished,Under Construction,Yelahanka,1.3,17.7,0.0,1,6740000
1383,3,3,1.0,1.0,0,3,5,Apartment,Semi-Furnished,Ready to Move,Sarjapur Road,3.0,20.2,2.0,1,9360000
1678,4,5,2.0,0.0,3,4,7,Apartment,Furnished,Ready to Move,Marathahalli,4.0,15.3,3.0,2,13680000
721,1,2,2.0,1.0,1,4,7,Independent House,Furnished,Ready to Move,Whitefield,6.5,23.0,4.0,1,7030000
1621,3,3,0.0,1.0,12,10,10,Apartment,Unfurnished,Under Construction,Marathahalli,6.3,13.1,4.0,1,8630000
1545,3,4,0.0,1.0,9,7,7,Independent House,Semi-Furnished,Under Construction,Banashankari,3.9,12.2,8.0,1,12720000
1746,3,4,1.0,0.0,0,8,10,Apartment,Unfurnished,Ready to Move,Koramangala,6.8,5.1,2.0,1,23550000
1191,4,5,0.0,2.0,7,9,10,Apartment,Furnished,Under Construction,Jayanagar,6.5,8.2,2.0,3,16780000
2235,4,5,2.0,0.0,16,3,5,Independent House,Unfurnished,Ready to Move,Yelahanka,4.7,17.1,5.0,2,10950000
405,1,1,2.0,2.0,9,13,15,Apartment,Furnished,Under Construction,Sarjapur Road,3.7,19.5,4.0,1,2280000
1397,3,3,3.0,2.0,5,4,10,Apartment,Semi-Furnished,Ready to Move,Sarjapur Road,4.0,15.0,2.0,1,9860000
890,2,2,3.0,2.0,2,4,5,Apartment,Unfurnished,Under Construction,Sarjapur Road,5.3,15.2,2.0,1,4650000
1075,2,2,2.0,2.0,17,2,5,Independent House,Furnished,Under Construction,Electronic City,4.8,20.4,5.0,2,6490000
1463,3,3,0.0,0.0,4,1,15,Apartment,Unfurnished,Under Construction,HSR Layout,7.8,11.5,3.0,4,10220000
1205,2,3,1.0,1.0,15,14,15,Apartment,Semi-Furnished,Under Construction,Hebbal,5.9,10.2,0.0,2,9400000
835,2,2,1.0,1.0,12,10,10,Apartment,Furnished,Ready to Move,Hebbal,7.0,11.1,,2,7570000
3197,5,6,1.0,2.0,13,4,7,Apartment,Semi-Furnished,Ready to Move,Hebbal,3.2,11.8,4.0,0,29860000
567,1,1,2.0,1.0,36,8,10,Independent House,Semi-Furnished,Ready to Move,Yelahanka,6.4,20.3,7.0,3,2280000
1345,4,4,3.0,1.0,11,5,10,Apartment,Semi-Furnished,Ready to Move,Jayanagar,8.3,7.8,0.0,5,17100000
1142,3,3,2.0,2.0,0,2,20,Apartment,Furnished,Ready to Move,Jayanagar,6.4,1.6,3.0,0,17630000
1358,3,3,0.0,0.0,1,4,10,Apartment,Unfurnished,Ready to Move,Hebbal,6.7,12.5,5.0,1,10050000
2444,4,5,1.0,0.0,0,4,7,Apartment,Unfurnished,Ready to Move,Marathahalli,3.5,13.1,2.0,3,18290000
1038,2,3,2.0,1.0,1,2,3,Independent House,Semi-Furnished,Ready to Move,Sarjapur Road,4.4,17.3,1.0,0,6760000
728,2,2,2.0,1.0,0,5,5,Apartment,Semi-Furnished,Ready to Move,Hebbal,5.9,12.0,,0,6520000
923,2,3,1.0,1.0,5,2,10,Independent House,Semi-Furnished,Ready to Move,Yelahanka,4.3,19.4,3.0,2,4960000
1333,2,3,2.0,1.0,0,5,5,Apartment,Unfurnished,Ready to Move,Electronic City,2.6,19.6,3.0,1,7360000
2044,4,4,2.0,2.0,5,4,10,Apartment,Semi-Furnished,Ready to Move,Electronic City,4.7,22.6,4.0,1,14470000
1869,4,5,1.0,0.0,18,8,10,Independent House,Furnished,Under Construction,Whitefield,3.7,20.9,0.0,1,15510000
1043,2,3,1.0,1.0,11,7,7,Apartment,Unfurnished,Ready to Move,Marathahalli,5.1,13.3,1.0,0,5840000
1095,2,2,2.0,1.0,23,2,10,Villa,Unfurnished,Ready to Move,Whitefield,4.3,18.1,5.0,2,7450000
863,2,3,2.0,1.0,2,1,10,Independent House,Semi-Furnished,Ready to Move,Indiranagar,5.9,2.7,2.0,2,17570000
605,1,1,1.0,1.0,6,6,7,Apartment,Unfurnished,Ready to Move,Jayanagar,5.6,4.7,3.0,1,5480000
1307,3,3,2.0,0.0,3,1,20,Apartment,Semi-Furnished,Ready to Move,HSR Layout,7.6,12.2,6.0,3,13290000
1086,2,2,2.0,0.0,5,3,10,Villa,Semi-Furnished,Ready to Move,Marathahalli,3.5,12.9,3.0,2,8790000
1447,3,4,2.0,0.0,6,1,7,Apartment,Semi-Furnished,Ready to Move,Whitefield,6.2,19.7,6.0,1,10150000
603,1,2,1.0,1.0,0,5,15,Apartment,Semi-Furnished,Under Construction,Whitefield,2.5,16.5,3.0,4,3470000
805,2,2,3.0,0.0,2,6,15,Apartment,Semi-Furnished,Ready to Move,Hebbal,6.0,10.6,4.0,1,6300000
1170,3,3,1.0,1.0,9,14,15,Apartment,Furnished,Ready to Move,Electronic City,3.3,22.7,0.0,3,7550000
1664,3,3,2.0,0.0,11,7,10,Independent House,Furnished,Ready to Move,Koramangala,7.6,1.0,0.0,0,30130000
2755,5,6,2.0,2.0,6,3,7,Apartment,Semi-Furnished,Ready to Move,Jayanagar,4.9,9.1,3.0,3,36400000
2114,4,4,1.0,2.0,2,7,7,Apartment,Semi-Furnished,Ready to Move,Sarjapur Road,4.0,16.2,2.0,1,13010000
891,2,3,1.0,1.0,4,3,10,Villa,Unfurnished,Ready to Move,HSR Layout,4.8,15.3,4.0,2,10550000
648,1,2,2.0,1.0,0,5,5,Apartment,Semi-Furnished,Under Construction,Marathahalli,3.0,15.3,4.0,4,3680000
1756,4,5,2.0,2.0,24,12,15,Apartment,Semi-Furnished,Ready to Move,Whitefield,4.1,14.5,6.0,0,12180000
1945,4,4,1.0,1.0,16,6,7,Independent House,Unfurnished,Ready to Move,Whitefield,3.8,20.8,3.0,0,14900000
2314,4,4,0.0,2.0,0,4,10,Apartment,Unfurnished,Under Construction,Jayanagar,8.2,5.0,2.0,5,22260000
1172,2,2,0.0,0.0,1,2,10,Independent House,Unfurnished,Ready to Move,Jayanagar,2.8,6.9,2.0,2,13410000
2506,5,6,0.0,2.0,6,7,10,Independent House,Unfurnished,Ready to Move,Marathahalli,3.7,18.9,4.0,1,23530000
1322,2,3,3.0,1.0,2,4,15,Apartment,Semi-Furnished,Ready to Move,Sarjapur Road,3.1,20.1,2.0,1,7710000
1487,3,3,2.0,0.0,21,6,10,Apartment,Furnished,Under Construction,Banashankari,4.7,7.3,2.0,4,9070000
1582,4,4,3.0,2.0,11,2,7,Apartment,Furnished,Under Construction,Jayanagar,5.9,1.8,1.0,2,20910000
1020,2,3,0.0,2.0,2,2,3,Apartment,Semi-Furnished,Ready to Move,Electronic City,4.9,24.6,2.0,2,6030000
1846,4,4,2.0,1.0,0,14,15,Independent House,Semi-Furnished,Ready to Move,Hebbal,4.6,13.5,2.0,3,19720000
1032,2,2,0.0,2.0,12,2,20,Independent House,Semi-Furnished,Ready to Move,HSR Layout,6.5,13.5,3.0,0,14100000
2776,5,6,2.0,0.0,4,1,5,Apartment,Semi-Furnished,Under Construction,Indiranagar,10.0,4.6,4.0,1,30590000
964,2,2,1.0,1.0,8,6,7,Villa,Semi-Furnished,Ready to Move,Whitefield,4.4,20.9,1.0,6,8570000
2289,5,6,0.0,0.0,2,2,7,Independent House,Unfurnished,Under Construction,Whitefield,2.4,19.3,6.0,2,14760000
658,1,2,2.0,1.0,1,13,20,Independent House,Semi-Furnished,Under Construction,Banashankari,4.0,8.3,3.0,2,5770000
1076,3,4,1.0,2.0,8,2,5,Apartment,Semi-Furnished,Ready to Move,Hebbal,4.8,7.5,1.0,1,8960000
1089,3,3,2.0,1.0,4,5,5,Apartment,Unfurnished,Under Construction,Sarjapur Road,1.2,19.0,6.0,2,4870000
1502,3,3,2.0,0.0,2,4,5,Apartment,Unfurnished,Ready to Move,Electronic City,2.3,23.1,1.0,0,6750000
1254,2,2,2.0,1.0,1,13,15,Independent House,Unfurnished,Ready to Move,Koramangala,7.9,2.5,1.0,3,20510000
1301,3,3,3.0,1.0,6,1,20,Apartment,Semi-Furnished,Ready to Move,Koramangala,10.0,5.8,2.0,0,21600000
1083,2,3,1.0,1.0,10,5,7,Apartment,Semi-Furnished,Ready to Move,HSR Layout,6.9,12.6,1.0,1,11140000
1700,3,4,1.0,0.0,2,4,5,Apartment,Unfurnished,Ready to Move,Jayanagar,6.9,10.2,1.0,3,18500000
1104,2,2,2.0,2.0,10,6,10,Apartment,Unfurnished,Ready to Move,Sarjapur Road,6.2,14.9,4.0,4,5830000
2625,5,6,2.0,1.0,1,4,5,Apartment,Unfurnished,Ready to Move,Marathahalli,4.9,16.0,1.0,1,20500000
429,1,2,0.0,1.0,3,2,3,Independent House,Furnished,Ready to Move,HSR Layout,7.4,14.0,1.0,2,5710000
530,2,2,2.0,1.0,10,11,20,Apartment,Semi-Furnished,Under Construction,Banashankari,4.1,6.9,4.0,3,3200000
900,2,2,0.0,1.0,8,2,20,Apartment,Unfurnished,Under Construction,Sarjapur Road,1.8,22.2,3.0,1,3880000
1173,2,2,1.0,0.0,2,24,25,Apartment,Semi-Furnished,Ready to Move,Jayanagar,7.1,3.8,1.0,3,14320000
736,2,3,0.0,1.0,1,5,10,Apartment,Unfurnished,Ready to Move,Marathahalli,6.7,14.2,4.0,4,4930000
1596,3,3,0.0,1.0,0,2,7,Apartment,Semi-Furnished,Ready to Move,Electronic City,5.6,16.8,0.0,1,8670000
1619,4,5,0.0,2.0,14,6,15,Apartment,Unfurnished,Ready to Move,HSR Layout,7.3,4.4,4.0,2,16270000
1429,3,3,0.0,0.0,0,1,5,Apartment,Furnished,Ready to Move,Electronic City,2.3,17.3,6.0,3,7410000
1598,3,4,1.0,2.0,0,2,5,Apartment,Furnished,Ready to Move,Sarjapur Road,1.3,22.3,3.0,1,11020000
477,1,1,1.0,0.0,2,5,7,Apartment,Semi-Furnished,Ready to Move,Whitefield,3.1,17.7,3.0,2,3150000
1447,3,4,0.0,0.0,4,12,25,Apartment,Semi-Furnished,Under Construction,Whitefield,4.7,17.7,3.0,4,8690000
871,2,3,2.0,1.0,12,1,15,Independent House,Semi-Furnished,Ready to Move,Whitefield,3.6,21.2,2.0,2,6890000
1597,3,3,1.0,,2,3,5,Independent House,Furnished,Ready to Move,Whitefield,5.8,17.8,3.0,2,18230000
994,2,3,0.0,1.0,6,2,3,Apartment,Semi-Furnished,Under Construction,Hebbal,2.8,15.6,5.0,1,7310000
960,2,3,1.0,2.0,0,8,15,Apartment,Unfurnished,Ready to Move,Sarjapur Road,3.5,23.6,5.0,3,6360000
1246,2,3,1.0,0.0,4,12,15,Independent House,Unfurnished,Ready to Move,Indiranagar,7.5,1.0,3.0,0,18410000
2264,4,4,1.0,1.0,1,5,10,Apartment,Unfurnished,Under Construction,Whitefield,5.8,21.6,0.0,1,14530000
818,2,2,1.0,1.0,1,4,5,Independent House,Semi-Furnished,Ready to Move,Jayanagar,7.5,1.0,1.0,1,11990000
1375,3,4,2.0,1.0,3,4,10,Independent House,Unfurnished,Under Construction,Indiranagar,7.4,1.0,4.0,2,22360000
935,2,3,2.0,1.0,11,5,10,Apartment,Semi-Furnished,Under Construction,Koramangala,9.3,5.4,2.0,1,11350000
1422,3,3,3.0,2.0,10,20,20,Apartment,Semi-Furnished,Ready to Move,Indiranagar,6.2,2.2,2.0,3,23830000
3009,4,5,1.0,0.0,4,2,5,Independent House,Furnished,Ready to Move,Electronic City,0.7,22.8,5.0,2,23070000
1020,2,2,1.0,2.0,1,1,10,Apartment,Semi-Furnished,Under Construction,Marathahalli,2.7,14.1,4.0,0,5530000
829,3,4,1.0,1.0,2,5,5,Apartment,Semi-Furnished,Under Construction,Marathahalli,1.0,9.1,1.0,4,5490000
1782,4,4,2.0,1.0,5,1,7,Apartment,Semi-Furnished,Ready to Move,Whitefield,4.2,22.0,2.0,3,13430000
858,3,3,0.0,1.0,16,2,5,Apartment,Furnished,Ready to Move,Electronic City,3.2,22.9,2.0,3,5130000
1307,3,3,1.0,1.0,27,5,15,Villa,Unfurnished,Ready to Move,Marathahalli,3.4,14.1,2.0,1,7520000
843,3,3,1.0,0.0,8,2,7,Villa,Unfurnished,Under Construction,Jayanagar,7.5,4.1,3.0,1,11660000
1155,3,3,2.0,0.0,3,3,7,Independent House,Semi-Furnished,Ready to Move,Hebbal,3.9,13.2,2.0,4,12390000
661,2,2,3.0,1.0,9,3,7,Apartment,Furnished,Ready to Move,Marathahalli,2.1,10.1,6.0,1,5310000
2153,4,4,3.0,2.0,3,9,20,Apartment,Semi-Furnished,Ready to Move,Koramangala,6.8,1.0,1.0,2,37240000
950,2,2,1.0,0.0,7,15,15,Apartment,Semi-Furnished,Ready to Move,Whitefield,2.5,21.0,2.0,0,6630000
583,1,2,1.0,1.0,2,2,3,Apartment,Unfurnished,Under Construction,Marathahalli,3.1,17.1,0.0,1,2440000
1370,3,3,2.0,1.0,2,2,3,Apartment,Unfurnished,Under Construction,Whitefield,5.2,18.6,3.0,3,8560000
685,2,2,1.0,2.0,0,3,10,Independent House,Furnished,Ready to Move,Marathahalli,1.4,15.4,4.0,0,6040000
1047,2,3,1.0,1.0,4,2,7,Independent House,Unfurnished,Ready to Move,Yelahanka,2.5,16.6,2.0,1,6070000
1938,3,4,2.0,0.0,7,7,7,Apartment,Semi-Furnished,Ready to Move,Marathahalli,5.4,15.2,5.0,1,14140000
2163,4,5,2.0,2.0,12,12,15,Villa,Furnished,Ready to Move,Electronic City,4.9,19.9,1.0,0,20040000
1829,4,4,3.0,0.0,13,4,5,Apartment,Unfurnished,Ready to Move,Marathahalli,3.0,13.6,4.0,3,10050000
2000,5,6,2.0,1.0,39,6,25,Apartment,Unfurnished,Ready to Move,Indiranagar,10.0,4.9,5.0,3,20620000
1636,4,5,1.0,1.0,0,3,3,Villa,Semi-Furnished,Ready to Move,Jayanagar,5.1,10.5,1.0,4,23900000
599,1,1,1.0,1.0,5,4,5,Apartment,Semi-Furnished,Ready to Move,Yelahanka,2.7,12.7,1.0,2,2590000
1153,2,3,2.0,2.0,5,7,7,Independent House,Unfurnished,Ready to Move,Electronic City,1.6,17.8,4.0,2,6720000
2104,4,4,2.0,2.0,13,3,10,Villa,Unfurnished,Ready to Move,Banashankari,5.3,17.0,2.0,3,19250000
1101,2,2,2.0,2.0,2,3,5,Apartment,Unfurnished,Ready to Move,Yelahanka,7.2,16.9,3.0,3,5520000
1598,3,3,3.0,2.0,0,1,15,Independent House,Unfurnished,Ready to Move,Koramangala,10.0,5.6,3.0,3,28160000
1541,3,4,2.0,1.0,3,5,7,Apartment,Unfurnished,Ready to Move,Whitefield,5.6,21.9,6.0,6,11260000
824,2,2,1.0,0.0,33,3,3,Apartment,Semi-Furnished,Under Construction,Whitefield,3.4,22.3,4.0,1,4550000
2069,4,4,2.0,2.0,18,12,20,Apartment,Unfurnished,Under Construction,Whitefield,4.1,22.7,1.0,1,11670000
1162,3,3,2.0,1.0,4,17,20,Apartment,Semi-Furnished,Ready to Move,Whitefield,6.0,22.3,1.0,1,10090000
1404,3,3,0.0,0.0,16,9,10,Independent House,Unfurnished,Ready to Move,Sarjapur Road,4.8,21.4,3.0,4,9280000
2985,5,5,1.0,1.0,0,11,15,Apartment,Semi-Furnished,Ready to Move,Whitefield,4.5,20.5,2.0,2,23160000
1870,3,3,2.0,2.0,3,4,5,Independent House,Semi-Furnished,Ready to Move,Electronic City,3.5,25.2,2.0,2,13720000
701,2,2,1.0,0.0,10,4,7,Apartment,Furnished,Under Construction,Hebbal,6.6,17.7,5.0,2,6370000
1534,3,4,2.0,2.0,2,4,7,Apartment,Unfurnished,Ready to Move,Whitefield,6.3,20.6,2.0,2,10880000
2592,4,4,1.0,1.0,1,25,25,Independent House,Unfurnished,Ready to Move,Hebbal,2.7,13.4,3.0,1,23430000
1612,3,3,3.0,0.0,15,2,10,Apartment,Furnished,Under Construction,HSR Layout,6.7,8.3,1.0,1,16660000
1633,3,3,1.0,2.0,7,2,3,Apartment,Furnished,Under Construction,Whitefield,5.2,19.5,3.0,3,13050000
1564,3,3,0.0,2.0,36,4,7,Apartment,Unfurnished,Ready to Move,Sarjapur Road,2.9,19.1,2.0,0,8190000
1196,2,2,1.0,1.0,1,1,3,Apartment,Unfurnished,Ready to Move,Marathahalli,5.9,12.8,2.0,2,8150000
1565,4,4,1.0,1.0,3,3,5,Apartment,Furnished,Ready to Move,Yelahanka,2.6,16.3,4.0,4,10440000
1445,4,5,1.0,1.0,2,1,10,Villa,Unfurnished,Under Construction,Sarjapur Road,5.6,19.0,1.0,1,9690000
948,2,2,1.0,2.0,16,5,7,Apartment,Furnished,Ready to Move,Hebbal,4.4,16.6,4.0,2,7400000
539,2,2,2.0,0.0,2,2,3,Apartment,Furnished,Ready to Move,HSR Layout,6.7,7.4,4.0,2,7440000
3489,5,5,1.0,1.0,3,2,5,Independent House,Unfurnished,Ready to Move,Koramangala,8.4,5.3,3.0,3,61670000
2488,4,5,2.0,1.0,1,2,10,Apartment,Furnished,Ready to Move,Sarjapur Road,6.2,16.2,4.0,4,19790000
1826,4,5,2.0,1.0,11,5,10,Independent House,Semi-Furnished,Ready to Move,Hebbal,6.1,14.3,2.0,2,18950000
1851,4,4,2.0,1.0,2,2,7,Apartment,Furnished,Under Construction,Banashankari,4.0,10.5,0.0,1,16980000
1379,3,3,1.0,2.0,0,10,15,Apartment,Semi-Furnished,Under Construction,Electronic City,2.9,27.0,2.0,0,7090000
1414,3,4,2.0,2.0,4,3,5,Independent House,Unfurnished,Under Construction,Electronic City,2.9,20.7,6.0,4,6190000
1435,3,3,1.0,2.0,3,4,5,Apartment,Semi-Furnished,Ready to Move,Sarjapur Road,3.7,18.4,5.0,4,9150000
611,1,1,,1.0,1,15,15,Villa,Unfurnished,Ready to Move,Electronic City,1.9,24.4,4.0,2,3810000
1351,3,3,2.0,2.0,1,5,7,Apartment,Furnished,Ready to Move,Yelahanka,2.9,18.0,1.0,1,7840000
1664,3,3,1.0,1.0,18,6,7,Apartment,Semi-Furnished,Ready to Move,Hebbal,7.1,4.5,5.0,1,13520000
1524,3,4,0.0,0.0,0,12,20,Apartment,Unfurnished,Ready to Move,Indiranagar,10.0,2.9,4.0,2,26320000
1230,3,4,1.0,1.0,0,1,7,Apartment,Unfurnished,Under Construction,Sarjapur Road,1.3,19.7,2.0,1,6140000
1773,3,4,1.0,0.0,2,2,3,Independent House,Furnished,Ready to Move,Sarjapur Road,1.1,17.4,3.0,1,12940000
691,2,2,2.0,1.0,24,10,20,Apartment,Semi-Furnished,Under Construction,Whitefield,3.4,22.4,1.0,1,3700000
932,2,2,2.0,1.0,0,3,3,Independent House,Furnished,Ready to Move,Yelahanka,,19.1,4.0,1,6390000
1133,2,2,1.0,2.0,13,5,10,Independent House,Unfurnished,Ready to Move,Jayanagar,4.8,5.4,3.0,1,12740000
812,2,3,2.0,0.0,17,5,7,Apartment,Semi-Furnished,Under Construction,Hebbal,5.5,13.8,0.0,1,4700000
2973,5,6,3.0,1.0,3,10,10,Apartment,Furnished,Under Construction,Electronic City,3.3,26.4,4.0,2,20870000
1053,2,2,2.0,0.0,2,4,10,Independent House,Unfurnished,Ready to Move,Yelahanka,0.4,19.1,2.0,3,6310000
786,2,2,1.0,2.0,9,3,7,Independent House,Semi-Furnished,Ready to Move,Electronic City,5.1,19.7,3.0,3,5640000
1379,3,3,2.0,1.0,9,1,15,Apartment,Furnished,Ready to Move,Whitefield,3.7,19.4,2.0,2,12310000
1356,3,4,1.0,0.0,12,8,20,Apartment,Semi-Furnished,Under Construction,Yelahanka,2.2,16.1,4.0,2,4910000
845,2,2,2.0,0.0,14,1,3,Apartment,Semi-Furnished,Ready to Move,Whitefield,5.9,17.2,3.0,3,5280000
2044,3,3,1.0,1.0,2,8,15,Villa,Furnished,Ready to Move,Electronic City,3.9,25.2,,0,17010000
1186,3,3,1.0,1.0,9,4,5,Apartment,Semi-Furnished,Ready to Move,Banashankari,4.6,6.1,1.0,1,9410000
1140,2,2,2.0,1.0,1,3,3,Villa,Furnished,Under Construction,Banashankari,3.9,7.7,4.0,1,12890000
875,2,3,1.0,1.0,5,24,25,Apartment,Semi-Furnished,Ready to Move,Marathahalli,4.9,17.2,2.0,2,6340000
1565,4,5,2.0,1.0,7,6,10,Apartment,Semi-Furnished,Ready to Move,Marathahalli,3.4,12.6,1.0,2,11350000
2041,4,5,0.0,0.0,1,1,5,Apartment,Unfurnished,Under Construction,Indiranagar,8.3,4.0,4.0,1,23990000
1581,3,4,2.0,1.0,0,5,10,Apartment,Furnished,Ready to Move,HSR Layout,4.6,11.0,4.0,4,22470000
651,1,1,0.0,2.0,1,1,7,Apartment,Furnished,Ready to Move,Electronic City,5.0,20.8,2.0,2,4330000
1246,2,2,1.0,1.0,4,8,10,Apartment,Unfurnished,Under Construction,Marathahalli,6.3,18.6,3.0,0,5080000
2224,3,3,2.0,0.0,17,3,10,Apartment,Semi-Furnished,Under Construction,Sarjapur Road,4.0,15.3,2.0,2,11090000
997,2,3,1.0,2.0,6,11,20,Apartment,Semi-Furnished,Ready to Move,Hebbal,4.3,5.1,0.0,1,7640000
824,2,2,1.0,0.0,11,1,3,Apartment,Semi-Furnished,Under Construction,Hebbal,6.4,14.5,4.0,0,5470000
1526,3,4,2.0,1.0,1,2,5,Independent House,Furnished,Ready to Move,Whitefield,5.2,18.9,,1,14880000
899,2,2,2.0,1.0,0,3,3,Apartment,Unfurnished,Under Construction,Jayanagar,6.0,3.6,2.0,4,8640000
1659,3,3,0.0,1.0,2,1,3,Apartment,Furnished,Under Construction,Whitefield,6.1,21.2,3.0,2,13440000
1481,4,5,2.0,0.0,3,12,20,Apartment,Unfurnished,Ready to Move,Jayanagar,6.0,7.3,4.0,1,16890000
1399,2,3,0.0,0.0,6,16,20,Independent House,Semi-Furnished,Ready to Move,Indiranagar,6.7,2.7,9.0,3,23600000
2342,4,4,1.0,2.0,17,14,15,Apartment,Semi-Furnished,Under Construction,Yelahanka,2.9,19.6,4.0,1,10700000
630,2,2,1.0,2.0,4,7,10,Villa,Unfurnished,Ready to Move,Electronic City,5.0,24.6,6.0,4,4150000
