area_sqft,bhk,bathrooms,balconies,parking,age_years,floor,total_floors,property_type,furnishing,availability,location,amenities_score,distance_to_center_km,nearby_schools,nearby_hospitals,price,property_type_encoded,furnishing_encoded,availability_encoded,location_encoded
1084.0,3,3,1,1,20,14,20,Apartment,Furnished,Ready to Move,Marathahalli,5.1,18.2,2,5,8230000,0,0,0,7
1415.0,2,3,2,1,10,5,15,Independent House,Semi-Furnished,Under Construction,Whitefield,3.7,19.7,2,2,10500000,1,1,1,9
683.0,2,2,0,1,5,2,10,Villa,Unfurnished,Ready to Move,Koramangala,6.4,3.1,1,4,11790000,2,2,0,6
1130.0,2,2,2,1,2,5,10,Villa,Semi-Furnished,Ready to Move,Yelahanka,3.1,14.8,1,3,6620000,2,1,0,10
1031.0,2,3,2,1,10,5,5,Independent House,Semi-Furnished,Ready to Move,Marathahalli,2.8,15.9,7,4,8370000,1,1,0,7
726.0,2,2,1,1,21,6,10,Apartment,Semi-Furnished,Ready to Move,Whitefield,5.1,20.3,2,0,4230000,0,1,0,9
1365.0,3,4,3,1,1,7,7,Independent House,Semi-Furnished,Ready to Move,Whitefield,4.9,20.6,3,1,12440000,1,1,0,9
935.0,2,3,1,1,5,5,7,Apartment,Semi-Furnished,Ready to Move,Marathahalli,2.3,13.0,2,6,5890000,0,1,0,7
693.0,1,1,3,1,3,5,10,Independent House,Unfurnished,Ready to Move,Whitefield,7.0,19.4,6,0,5640000,1,2,0,9
1200.0,3,3,1,1,3,2,5,Apartment,Furnished,Under Construction,Koramangala,7.8,3.6,5,0,15520000,0,0,1,6
2653.0,4,5,2,1,4,2,3,Independent House,Semi-Furnished,Ready to Move,Jayanagar,2.7,10.3,2,2,43260000,1,1,0,5
506.0,2,2,1,1,24,3,7,Apartment,Semi-Furnished,Under Construction,Sarjapur Road,4.2,12.6,3,1,2750000,0,1,1,8
1279.0,2,3,2,1,2,6,7,Apartment,Unfurnished,Ready to Move,Marathahalli,0.1,15.3,7,6,7600000,0,2,0,7
1100.0,3,4,1,1,5,3,7,Independent House,Semi-Furnished,Ready to Move,HSR Layout,7.9,13.3,6,3,13390000,1,1,0,2
2130.0,4,4,1,1,24,14,20,Apartment,Semi-Furnished,Ready to Move,Sarjapur Road,3.8,12.5,3,1,10540000,0,1,0,8
1371.0,3,3,0,1,5,8,15,Villa,Furnished,Ready to Move,HSR Layout,6.1,9.8,0,4,23800000,2,0,0,2
1372.0,3,3,2,1,15,4,7,Apartment,Semi-Furnished,Under Construction,Electronic City,3.2,24.9,3,3,6300000,0,1,1,1
1103.0,2,2,1,1,0,5,5,Villa,Semi-Furnished,Under Construction,Sarjapur Road,4.4,15.7,2,1,8380000,2,1,1,8
1867.0,3,4,2,1,24,9,10,Apartment,Unfurnished,Ready to Move,Marathahalli,3.2,14.8,1,1,10830000,0,2,0,7
577.0,1,2,2,1,1,4,10,Apartment,Furnished,Ready to Move,Hebbal,4.9,9.2,3,0,4970000,0,0,0,3
1583.0,3,3,3,1,24,1,10,Apartment,Semi-Furnished,Ready to Move,Marathahalli,4.1,14.1,2,1,8340000,0,1,0,7
1492.0,3,3,0,1,1,3,5,Apartment,Furnished,Ready to Move,Jayanagar,2.2,9.8,6,1,19580000,0,0,0,5
2712.875,4,6,2,1,4,2,3,Apartment,Semi-Furnished,Under Construction,Whitefield,5.1,25.1,2,1,26360000,0,1,1,9
862.0,2,2,1,1,2,3,7,Apartment,Unfurnished,Ready to Move,Electronic City,4.4,22.8,2,2,3630000,0,2,0,1
668.0,1,2,2,1,4,5,10,Apartment,Semi-Furnished,Ready to Move,HSR Layout,6.9,6.2,7,1,6100000,0,1,0,2
1710.0,3,3,2,1,2,10,15,Apartment,Semi-Furnished,Ready to Move,HSR Layout,6.8,9.1,4,2,19770000,0,1,0,2
1703.0,3,4,0,1,24,3,20,Apartment,Semi-Furnished,Ready to Move,Banashankari,6.9,2.6,4,0,12490000,0,1,0,0
1215.0,3,4,1,1,2,7,7,Independent House,Unfurnished,Under Construction,Electronic City,3.1,21.1,3,2,6440000,1,2,1,1
918.0,2,3,1,1,8,11,15,Apartment,Furnished,Ready to Move,Yelahanka,2.9,18.9,3,3,5370000,0,0,0,10
995.0,2,3,1,1,1,14,25,Apartment,Unfurnished,Ready to Move,Marathahalli,2.9,9.9,4,2,5520000,0,2,0,7
1016.0,3,4,3,1,13,5,15,Villa,Furnished,Under Construction,Hebbal,2.0,11.4,4,0,10610000,2,0,1,3
1253.0,2,3,1,1,6,8,15,Apartment,Unfurnished,Ready to Move,Jayanagar,7.2,3.6,3,5,12010000,0,2,0,5
1995.0,4,5,3,1,24,14,20,Villa,Furnished,Ready to Move,Marathahalli,3.1,19.4,4,1,18670000,2,0,0,7
1479.0,3,4,1,1,4,4,7,Apartment,Furnished,Ready to Move,Jayanagar,3.7,7.2,1,1,21690000,0,0,0,5
1238.0,3,4,3,1,1,3,3,Apartment,Semi-Furnished,Under Construction,Koramangala,7.8,6.6,3,2,17740000,0,1,1,6
1028.0,3,3,2,1,3,4,25,Apartment,Furnished,Under Construction,Sarjapur Road,3.4,18.9,3,2,7510000,0,0,1,8
1230.0,3,3,2,1,10,2,10,Villa,Furnished,Under Construction,HSR Layout,5.9,12.3,5,3,17900000,2,0,1,2
991.0,2,3,0,1,8,2,15,Villa,Unfurnished,Ready to Move,Whitefield,4.4,23.2,4,3,7900000,2,2,0,9
2269.0,4,4,2,1,12,14,15,Apartment,Furnished,Ready to Move,Marathahalli,1.5,14.1,3,3,17290000,0,0,0,7
980.0,2,3,0,1,0,2,7,Apartment,Unfurnished,Ready to Move,Koramangala,9.4,2.4,1,1,11500000,0,2,0,6
1497.0,3,3,1,1,6,3,10,Independent House,Unfurnished,Under Construction,Yelahanka,3.5,13.2,3,2,7340000,1,2,1,10
885.0,2,2,2,1,21,9,10,Apartment,Semi-Furnished,Ready to Move,Banashankari,6.4,13.3,7,2,5970000,0,1,0,0
1538.0,3,4,2,1,0,5,5,Apartment,Unfurnished,Ready to Move,Yelahanka,2.0,18.5,2,4,6970000,0,2,0,10
1231.0,2,3,0,1,0,4,5,Independent House,Unfurnished,Under Construction,Electronic City,3.9,15.3,1,1,6560000,1,2,1,1
1083.0,2,2,1,1,10,4,10,Villa,Furnished,Ready to Move,Whitefield,1.4,19.3,3,0,8950000,2,0,0,9
2712.875,4,6,2,1,3,3,5,Apartment,Furnished,Ready to Move,Yelahanka,1.6,17.2,3,3,21810000,0,0,0,10
1005.0,2,3,0,1,8,1,7,Independent House,Furnished,Under Construction,Indiranagar,6.5,10.0,3,2,14720000,1,0,1,4
979.0,3,3,1,1,6,3,5,Independent House,Semi-Furnished,Under Construction,Banashankari,4.9,4.7,5,2,7940000,1,1,1,0
2214.0,4,5,2,1,24,10,15,Apartment,Furnished,Ready to Move,Banashankari,2.9,9.3,3,1,17460000,0,0,0,0
600.0,1,1,0,1,17,14,20,Apartment,Unfurnished,Ready to Move,Hebbal,4.2,10.8,3,0,3560000,0,2,0,3
1396.0,3,3,2,1,9,6,10,Apartment,Furnished,Ready to Move,HSR Layout,6.2,6.4,1,1,17060000,0,0,0,2
1033.0,2,2,2,1,2,4,7,Independent House,Semi-Furnished,Ready to Move,Electronic City,2.6,26.0,7,5,6830000,1,1,0,1
734.0,1,1,2,1,2,8,25,Villa,Furnished,Ready to Move,Hebbal,2.9,9.1,2,1,8120000,2,0,0,3
1087.0,2,2,1,1,17,3,3,Apartment,Semi-Furnished,Under Construction,Electronic City,5.7,24.9,0,6,5330000,0,1,1,1
2503.0,4,5,2,1,7,3,7,Independent House,Furnished,Ready to Move,Koramangala,8.0,1.0,2,3,56920000,1,0,0,6
560.0,1,1,0,1,12,5,7,Apartment,Furnished,Under Construction,Jayanagar,9.0,4.5,2,1,5890000,0,0,1,5
1173.0,3,4,1,1,4,3,7,Apartment,Furnished,Under Construction,Yelahanka,1.3,17.7,0,1,6740000,0,0,1,10
1383.0,3,3,1,1,0,3,5,Apartment,Semi-Furnished,Ready to Move,Sarjapur Road,3.0,20.2,2,1,9360000,0,1,0,8
1678.0,4,5,2,1,3,4,7,Apartment,Furnished,Ready to Move,Marathahalli,4.0,15.3,3,2,13680000,0,0,0,7
721.0,1,2,2,1,1,4,7,Independent House,Furnished,Ready to Move,Whitefield,6.5,23.0,4,1,7030000,1,0,0,9
1621.0,3,3,0,1,12,10,10,Apartment,Unfurnished,Under Construction,Marathahalli,6.3,13.1,4,1,8630000,0,2,1,7
1545.0,3,4,0,1,9,7,7,Independent House,Semi-Furnished,Under Construction,Banashankari,3.9,12.2,7,1,12720000,1,1,1,0
1746.0,3,4,1,1,0,8,10,Apartment,Unfurnished,Ready to Move,Koramangala,6.8,5.1,2,1,23550000,0,2,0,6
1191.0,4,5,0,1,7,9,10,Apartment,Furnished,Under Construction,Jayanagar,6.5,8.2,2,3,16780000,0,0,1,5
2235.0,4,5,2,1,16,3,5,Independent House,Unfurnished,Ready to Move,Yelahanka,4.7,17.1,5,2,10950000,1,2,0,10
405.0,1,1,2,1,9,13,15,Apartment,Furnished,Under Construction,Sarjapur Road,3.7,19.5,4,1,2280000,0,0,1,8
1397.0,3,3,3,1,5,4,10,Apartment,Semi-Furnished,Ready to Move,Sarjapur Road,4.0,15.0,2,1,9860000,0,1,0,8
890.0,2,2,3,1,2,4,5,Apartment,Unfurnished,Under Construction,Sarjapur Road,5.3,15.2,2,1,4650000,0,2,1,8
1075.0,2,2,2,1,17,2,5,Independent House,Furnished,Under Construction,Electronic City,4.8,20.4,5,2,6490000,1,0,1,1
1463.0,3,3,0,1,4,1,15,Apartment,Unfurnished,Under Construction,HSR Layout,7.8,11.5,3,4,10220000,0,2,1,2
1205.0,2,3,1,1,15,14,15,Apartment,Semi-Furnished,Under Construction,Hebbal,5.9,10.2,0,2,9400000,0,1,1,3
835.0,2,2,1,1,12,10,10,Apartment,Furnished,Ready to Move,Hebbal,7.0,11.1,3,2,7570000,0,0,0,3
2712.875,4,6,1,1,13,4,7,Apartment,Semi-Furnished,Ready to Move,Hebbal,3.2,11.8,4,0,29860000,0,1,0,3
567.0,1,1,2,1,24,8,10,Independent House,Semi-Furnished,Ready to Move,Yelahanka,6.4,20.3,7,3,2280000,1,1,0,10
1345.0,4,4,3,1,11,5,10,Apartment,Semi-Furnished,Ready to Move,Jayanagar,8.3,7.8,0,5,17100000,0,1,0,5
1142.0,3,3,2,1,0,2,20,Apartment,Furnished,Ready to Move,Jayanagar,6.4,1.6,3,0,17630000,0,0,0,5
1358.0,3,3,0,1,1,4,10,Apartment,Unfurnished,Ready to Move,Hebbal,6.7,12.5,5,1,10050000,0,2,0,3
2444.0,4,5,1,1,0,4,7,Apartment,Unfurnished,Ready to Move,Marathahalli,3.5,13.1,2,3,18290000,0,2,0,7
1038.0,2,3,2,1,1,2,3,Independent House,Semi-Furnished,Ready to Move,Sarjapur Road,4.4,17.3,1,0,6760000,1,1,0,8
728.0,2,2,2,1,0,5,5,Apartment,Semi-Furnished,Ready to Move,Hebbal,5.9,12.0,3,0,6520000,0,1,0,3
923.0,2,3,1,1,5,2,10,Independent House,Semi-Furnished,Ready to Move,Yelahanka,4.3,19.4,3,2,4960000,1,1,0,10
1333.0,2,3,2,1,0,5,5,Apartment,Unfurnished,Ready to Move,Electronic City,2.6,19.6,3,1,7360000,0,2,0,1
2044.0,4,4,2,1,5,4,10,Apartment,Semi-Furnished,Ready to Move,Electronic City,4.7,22.6,4,1,14470000,0,1,0,1
1869.0,4,5,1,1,18,8,10,Independent House,Furnished,Under Construction,Whitefield,3.7,20.9,0,1,15510000,1,0,1,9
1043.0,2,3,1,1,11,7,7,Apartment,Unfurnished,Ready to Move,Marathahalli,5.1,13.3,1,0,5840000,0,2,0,7
1095.0,2,2,2,1,23,2,10,Villa,Unfurnished,Ready to Move,Whitefield,4.3,18.1,5,2,7450000,2,2,0,9
863.0,2,3,2,1,2,1,10,Independent House,Semi-Furnished,Ready to Move,Indiranagar,5.9,2.7,2,2,17570000,1,1,0,4
605.0,1,1,1,1,6,6,7,Apartment,Unfurnished,Ready to Move,Jayanagar,5.6,4.7,3,1,5480000,0,2,0,5
1307.0,3,3,2,1,3,1,20,Apartment,Semi-Furnished,Ready to Move,HSR Layout,7.6,12.2,6,3,13290000,0,1,0,2
1086.0,2,2,2,1,5,3,10,Villa,Semi-Furnished,Ready to Move,Marathahalli,3.5,12.9,3,2,8790000,2,1,0,7
1447.0,3,4,2,1,6,1,7,Apartment,Semi-Furnished,Ready to Move,Whitefield,6.2,19.7,6,1,10150000,0,1,0,9
603.0,1,2,1,1,0,5,15,Apartment,Semi-Furnished,Under Construction,Whitefield,2.5,16.5,3,4,3470000,0,1,1,9
805.0,2,2,3,1,2,6,15,Apartment,Semi-Furnished,Ready to Move,Hebbal,6.0,10.6,4,1,6300000,0,1,0,3
1170.0,3,3,1,1,9,14,15,Apartment,Furnished,Ready to Move,Electronic City,3.3,22.7,0,3,7550000,0,0,0,1
1664.0,3,3,2,1,11,7,10,Independent House,Furnished,Ready to Move,Koramangala,7.6,1.0,0,0,30130000,1,0,0,6
2712.875,4,6,2,1,6,3,7,Apartment,Semi-Furnished,Ready to Move,Jayanagar,4.9,9.1,3,3,36400000,0,1,0,5
2114.0,4,4,1,1,2,7,7,Apartment,Semi-Furnished,Ready to Move,Sarjapur Road,4.0,16.2,2,1,13010000,0,1,0,8
891.0,2,3,1,1,4,3,10,Villa,Unfurnished,Ready to Move,HSR Layout,4.8,15.3,4,2,10550000,2,2,0,2
648.0,1,2,2,1,0,5,5,Apartment,Semi-Furnished,Under Construction,Marathahalli,3.0,15.3,4,4,3680000,0,1,1,7
1756.0,4,5,2,1,24,12,15,Apartment,Semi-Furnished,Ready to Move,Whitefield,4.1,14.5,6,0,12180000,0,1,0,9
1945.0,4,4,1,1,16,6,7,Independent House,Unfurnished,Ready to Move,Whitefield,3.8,20.8,3,0,14900000,1,2,0,9
2314.0,4,4,0,1,0,4,10,Apartment,Unfurnished,Under Construction,Jayanagar,8.2,5.0,2,5,22260000,0,2,1,5
1172.0,2,2,0,1,1,2,10,Independent House,Unfurnished,Ready to Move,Jayanagar,2.8,6.9,2,2,13410000,1,2,0,5
2506.0,4,6,0,1,6,7,10,Independent House,Unfurnished,Ready to Move,Marathahalli,3.7,18.9,4,1,23530000,1,2,0,7
1322.0,2,3,3,1,2,4,15,Apartment,Semi-Furnished,Ready to Move,Sarjapur Road,3.1,20.1,2,1,7710000,0,1,0,8
1487.0,3,3,2,1,21,6,10,Apartment,Furnished,Under Construction,Banashankari,4.7,7.3,2,4,9070000,0,0,1,0
1582.0,4,4,3,1,11,2,7,Apartment,Furnished,Under Construction,Jayanagar,5.9,1.8,1,2,20910000,0,0,1,5
1020.0,2,3,0,1,2,2,3,Apartment,Semi-Furnished,Ready to Move,Electronic City,4.9,24.6,2,2,6030000,0,1,0,1
1846.0,4,4,2,1,0,14,15,Independent House,Semi-Furnished,Ready to Move,Hebbal,4.6,13.5,2,3,19720000,1,1,0,3
1032.0,2,2,0,1,12,2,20,Independent House,Semi-Furnished,Ready to Move,HSR Layout,6.5,13.5,3,0,14100000,1,1,0,2
2712.875,4,6,2,1,4,1,5,Apartment,Semi-Furnished,Under Construction,Indiranagar,10.0,4.6,4,1,30590000,0,1,1,4
964.0,2,2,1,1,8,6,7,Villa,Semi-Furnished,Ready to Move,Whitefield,4.4,20.9,1,6,8570000,2,1,0,9
2289.0,4,6,0,1,2,2,7,Independent House,Unfurnished,Under Construction,Whitefield,2.4,19.3,6,2,14760000,1,2,1,9
658.0,1,2,2,1,1,13,20,Independent House,Semi-Furnished,Under Construction,Banashankari,4.0,8.3,3,2,5770000,1,1,1,0
1076.0,3,4,1,1,8,2,5,Apartment,Semi-Furnished,Ready to Move,Hebbal,4.8,7.5,1,1,8960000,0,1,0,3
1089.0,3,3,2,1,4,5,5,Apartment,Unfurnished,Under Construction,Sarjapur Road,1.2,19.0,6,2,4870000,0,2,1,8
1502.0,3,3,2,1,2,4,5,Apartment,Unfurnished,Ready to Move,Electronic City,2.3,23.1,1,0,6750000,0,2,0,1
1254.0,2,2,2,1,1,13,15,Independent House,Unfurnished,Ready to Move,Koramangala,7.9,2.5,1,3,20510000,1,2,0,6
1301.0,3,3,3,1,6,1,20,Apartment,Semi-Furnished,Ready to Move,Koramangala,10.0,5.8,2,0,21600000,0,1,0,6
1083.0,2,3,1,1,10,5,7,Apartment,Semi-Furnished,Ready to Move,HSR Layout,6.9,12.6,1,1,11140000,0,1,0,2
1700.0,3,4,1,1,2,4,5,Apartment,Unfurnished,Ready to Move,Jayanagar,6.9,10.2,1,3,18500000,0,2,0,5
1104.0,2,2,2,1,10,6,10,Apartment,Unfurnished,Ready to Move,Sarjapur Road,6.2,14.9,4,4,5830000,0,2,0,8
2625.0,4,6,2,1,1,4,5,Apartment,Unfurnished,Ready to Move,Marathahalli,4.9,16.0,1,1,20500000,0,2,0,7
429.0,1,2,0,1,3,2,3,Independent House,Furnished,Ready to Move,HSR Layout,7.4,14.0,1,2,5710000,1,0,0,2
530.0,2,2,2,1,10,11,20,Apartment,Semi-Furnished,Under Construction,Banashankari,4.1,6.9,4,3,3200000,0,1,1,0
900.0,2,2,0,1,8,2,20,Apartment,Unfurnished,Under Construction,Sarjapur Road,1.8,22.2,3,1,3880000,0,2,1,8
1173.0,2,2,1,1,2,14,25,Apartment,Semi-Furnished,Ready to Move,Jayanagar,7.1,3.8,1,3,14320000,0,1,0,5
736.0,2,3,0,1,1,5,10,Apartment,Unfurnished,Ready to Move,Marathahalli,6.7,14.2,4,4,4930000,0,2,0,7
1596.0,3,3,0,1,0,2,7,Apartment,Semi-Furnished,Ready to Move,Electronic City,5.6,16.8,0,1,8670000,0,1,0,1
1619.0,4,5,0,1,14,6,15,Apartment,Unfurnished,Ready to Move,HSR Layout,7.3,4.4,4,2,16270000,0,2,0,2
1429.0,3,3,0,1,0,1,5,Apartment,Furnished,Ready to Move,Electronic City,2.3,17.3,6,3,7410000,0,0,0,1
1598.0,3,4,1,1,0,2,5,Apartment,Furnished,Ready to Move,Sarjapur Road,1.3,22.3,3,1,11020000,0,0,0,8
477.0,1,1,1,1,2,5,7,Apartment,Semi-Furnished,Ready to Move,Whitefield,3.1,17.7,3,2,3150000,0,1,0,9
1447.0,3,4,0,1,4,12,25,Apartment,Semi-Furnished,Under Construction,Whitefield,4.7,17.7,3,4,8690000,0,1,1,9
871.0,2,3,2,1,12,1,15,Independent House,Semi-Furnished,Ready to Move,Whitefield,3.6,21.2,2,2,6890000,1,1,0,9
1597.0,3,3,1,1,2,3,5,Independent House,Furnished,Ready to Move,Whitefield,5.8,17.8,3,2,18230000,1,0,0,9
994.0,2,3,0,1,6,2,3,Apartment,Semi-Furnished,Under Construction,Hebbal,2.8,15.6,5,1,7310000,0,1,1,3
960.0,2,3,1,1,0,8,15,Apartment,Unfurnished,Ready to Move,Sarjapur Road,3.5,23.6,5,3,6360000,0,2,0,8
1246.0,2,3,1,1,4,12,15,Independent House,Unfurnished,Ready to Move,Indiranagar,7.5,1.0,3,0,18410000,1,2,0,4
2264.0,4,4,1,1,1,5,10,Apartment,Unfurnished,Under Construction,Whitefield,5.8,21.6,0,1,14530000,0,2,1,9
818.0,2,2,1,1,1,4,5,Independent House,Semi-Furnished,Ready to Move,Jayanagar,7.5,1.0,1,1,11990000,1,1,0,5
1375.0,3,4,2,1,3,4,10,Independent House,Unfurnished,Under Construction,Indiranagar,7.4,1.0,4,2,22360000,1,2,1,4
935.0,2,3,2,1,11,5,10,Apartment,Semi-Furnished,Under Construction,Koramangala,9.3,5.4,2,1,11350000,0,1,1,6
1422.0,3,3,3,1,10,14,20,Apartment,Semi-Furnished,Ready to Move,Indiranagar,6.2,2.2,2,3,23830000,0,1,0,4
2712.875,4,5,1,1,4,2,5,Independent House,Furnished,Ready to Move,Electronic City,0.7,22.8,5,2,23070000,1,0,0,1
1020.0,2,2,1,1,1,1,10,Apartment,Semi-Furnished,Under Construction,Marathahalli,2.7,14.1,4,0,5530000,0,1,1,7
829.0,3,4,1,1,2,5,5,Apartment,Semi-Furnished,Under Construction,Marathahalli,1.0,9.1,1,4,5490000,0,1,1,7
1782.0,4,4,2,1,5,1,7,Apartment,Semi-Furnished,Ready to Move,Whitefield,4.2,22.0,2,3,13430000,0,1,0,9
858.0,3,3,0,1,16,2,5,Apartment,Furnished,Ready to Move,Electronic City,3.2,22.9,2,3,5130000,0,0,0,1
1307.0,3,3,1,1,24,5,15,Villa,Unfurnished,Ready to Move,Marathahalli,3.4,14.1,2,1,7520000,2,2,0,7
843.0,3,3,1,1,8,2,7,Villa,Unfurnished,Under Construction,Jayanagar,7.5,4.1,3,1,11660000,2,2,1,5
1155.0,3,3,2,1,3,3,7,Independent House,Semi-Furnished,Ready to Move,Hebbal,3.9,13.2,2,4,12390000,1,1,0,3
661.0,2,2,3,1,9,3,7,Apartment,Furnished,Ready to Move,Marathahalli,2.1,10.1,6,1,5310000,0,0,0,7
2153.0,4,4,3,1,3,9,20,Apartment,Semi-Furnished,Ready to Move,Koramangala,6.8,1.0,1,2,37240000,0,1,0,6
950.0,2,2,1,1,7,14,15,Apartment,Semi-Furnished,Ready to Move,Whitefield,2.5,21.0,2,0,6630000,0,1,0,9
583.0,1,2,1,1,2,2,3,Apartment,Unfurnished,Under Construction,Marathahalli,3.1,17.1,0,1,2440000,0,2,1,7
1370.0,3,3,2,1,2,2,3,Apartment,Unfurnished,Under Construction,Whitefield,5.2,18.6,3,3,8560000,0,2,1,9
685.0,2,2,1,1,0,3,10,Independent House,Furnished,Ready to Move,Marathahalli,1.4,15.4,4,0,6040000,1,0,0,7
1047.0,2,3,1,1,4,2,7,Independent House,Unfurnished,Ready to Move,Yelahanka,2.5,16.6,2,1,6070000,1,2,0,10
1938.0,3,4,2,1,7,7,7,Apartment,Semi-Furnished,Ready to Move,Marathahalli,5.4,15.2,5,1,14140000,0,1,0,7
2163.0,4,5,2,1,12,12,15,Villa,Furnished,Ready to Move,Electronic City,4.9,19.9,1,0,20040000,2,0,0,1
1829.0,4,4,3,1,13,4,5,Apartment,Unfurnished,Ready to Move,Marathahalli,3.0,13.6,4,3,10050000,0,2,0,7
2000.0,4,6,2,1,24,6,25,Apartment,Unfurnished,Ready to Move,Indiranagar,10.0,4.9,5,3,20620000,0,2,0,4
1636.0,4,5,1,1,0,3,3,Villa,Semi-Furnished,Ready to Move,Jayanagar,5.1,10.5,1,4,23900000,2,1,0,5
599.0,1,1,1,1,5,4,5,Apartment,Semi-Furnished,Ready to Move,Yelahanka,2.7,12.7,1,2,2590000,0,1,0,10
1153.0,2,3,2,1,5,7,7,Independent House,Unfurnished,Ready to Move,Electronic City,1.6,17.8,4,2,6720000,1,2,0,1
2104.0,4,4,2,1,13,3,10,Villa,Unfurnished,Ready to Move,Banashankari,5.3,17.0,2,3,19250000,2,2,0,0
1101.0,2,2,2,1,2,3,5,Apartment,Unfurnished,Ready to Move,Yelahanka,7.2,16.9,3,3,5520000,0,2,0,10
1598.0,3,3,3,1,0,1,15,Independent House,Unfurnished,Ready to Move,Koramangala,10.0,5.6,3,3,28160000,1,2,0,6
1541.0,3,4,2,1,3,5,7,Apartment,Unfurnished,Ready to Move,Whitefield,5.6,21.9,6,6,11260000,0,2,0,9
824.0,2,2,1,1,24,3,3,Apartment,Semi-Furnished,Under Construction,Whitefield,3.4,22.3,4,1,4550000,0,1,1,9
2069.0,4,4,2,1,18,12,20,Apartment,Unfurnished,Under Construction,Whitefield,4.1,22.7,1,1,11670000,0,2,1,9
1162.0,3,3,2,1,4,14,20,Apartment,Semi-Furnished,Ready to Move,Whitefield,6.0,22.3,1,1,10090000,0,1,0,9
1404.0,3,3,0,1,16,9,10,Independent House,Unfurnished,Ready to Move,Sarjapur Road,4.8,21.4,3,4,9280000,1,2,0,8
2712.875,4,5,1,1,0,11,15,Apartment,Semi-Furnished,Ready to Move,Whitefield,4.5,20.5,2,2,23160000,0,1,0,9
1870.0,3,3,2,1,3,4,5,Independent House,Semi-Furnished,Ready to Move,Electronic City,3.5,25.2,2,2,13720000,1,1,0,1
701.0,2,2,1,1,10,4,7,Apartment,Furnished,Under Construction,Hebbal,6.6,17.7,5,2,6370000,0,0,1,3
1534.0,3,4,2,1,2,4,7,Apartment,Unfurnished,Ready to Move,Whitefield,6.3,20.6,2,2,10880000,0,2,0,9
2592.0,4,4,1,1,1,14,25,Independent House,Unfurnished,Ready to Move,Hebbal,2.7,13.4,3,1,23430000,1,2,0,3
1612.0,3,3,3,1,15,2,10,Apartment,Furnished,Under Construction,HSR Layout,6.7,8.3,1,1,16660000,0,0,1,2
1633.0,3,3,1,1,7,2,3,Apartment,Furnished,Under Construction,Whitefield,5.2,19.5,3,3,13050000,0,0,1,9
1564.0,3,3,0,1,24,4,7,Apartment,Unfurnished,Ready to Move,Sarjapur Road,2.9,19.1,2,0,8190000,0,2,0,8
1196.0,2,2,1,1,1,1,3,Apartment,Unfurnished,Ready to Move,Marathahalli,5.9,12.8,2,2,8150000,0,2,0,7
1565.0,4,4,1,1,3,3,5,Apartment,Furnished,Ready to Move,Yelahanka,2.6,16.3,4,4,10440000,0,0,0,10
1445.0,4,5,1,1,2,1,10,Villa,Unfurnished,Under Construction,Sarjapur Road,5.6,19.0,1,1,9690000,2,2,1,8
948.0,2,2,1,1,16,5,7,Apartment,Furnished,Ready to Move,Hebbal,4.4,16.6,4,2,7400000,0,0,0,3
539.0,2,2,2,1,2,2,3,Apartment,Furnished,Ready to Move,HSR Layout,6.7,7.4,4,2,7440000,0,0,0,2
2712.875,4,5,1,1,3,2,5,Independent House,Unfurnished,Ready to Move,Koramangala,8.4,5.3,3,3,61670000,1,2,0,6
2488.0,4,5,2,1,1,2,10,Apartment,Furnished,Ready to Move,Sarjapur Road,6.2,16.2,4,4,19790000,0,0,0,8
1826.0,4,5,2,1,11,5,10,Independent House,Semi-Furnished,Ready to Move,Hebbal,6.1,14.3,2,2,18950000,1,1,0,3
1851.0,4,4,2,1,2,2,7,Apartment,Furnished,Under Construction,Banashankari,4.0,10.5,0,1,16980000,0,0,1,0
1379.0,3,3,1,1,0,10,15,Apartment,Semi-Furnished,Under Construction,Electronic City,2.9,27.0,2,0,7090000,0,1,1,1
1414.0,3,4,2,1,4,3,5,Independent House,Unfurnished,Under Construction,Electronic City,2.9,20.7,6,4,6190000,1,2,1,1
1435.0,3,3,1,1,3,4,5,Apartment,Semi-Furnished,Ready to Move,Sarjapur Road,3.7,18.4,5,4,9150000,0,1,0,8
611.0,1,1,1,1,1,14,15,Villa,Unfurnished,Ready to Move,Electronic City,1.9,24.4,4,2,3810000,2,2,0,1
1351.0,3,3,2,1,1,5,7,Apartment,Furnished,Ready to Move,Yelahanka,2.9,18.0,1,1,7840000,0,0,0,10
1664.0,3,3,1,1,18,6,7,Apartment,Semi-Furnished,Ready to Move,Hebbal,7.1,4.5,5,1,13520000,0,1,0,3
1524.0,3,4,0,1,0,12,20,Apartment,Unfurnished,Ready to Move,Indiranagar,10.0,2.9,4,2,26320000,0,2,0,4
1230.0,3,4,1,1,0,1,7,Apartment,Unfurnished,Under Construction,Sarjapur Road,1.3,19.7,2,1,6140000,0,2,1,8
1773.0,3,4,1,1,2,2,3,Independent House,Furnished,Ready to Move,Sarjapur Road,1.1,17.4,3,1,12940000,1,0,0,8
691.0,2,2,2,1,24,10,20,Apartment,Semi-Furnished,Under Construction,Whitefield,3.4,22.4,1,1,3700000,0,1,1,9
932.0,2,2,2,1,0,3,3,Independent House,Furnished,Ready to Move,Yelahanka,4.8,19.1,4,1,6390000,1,0,0,10
1133.0,2,2,1,1,13,5,10,Independent House,Unfurnished,Ready to Move,Jayanagar,4.8,5.4,3,1,12740000,1,2,0,5
